id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,genres,production_companies,production_countries,spoken_languages,directors,writers,averageRating,numVotes																																
34544,The A-Team,6.4,4311,Released,2010-06-09,177238796,117,110000000,en,The A-Team,A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way| Col. Hannibal Smith| Capt. H.M. â€˜Howling Madâ€™ Murdock | Sgt. Bosco â€˜B.A.â€™ Baracus| and Lt. Templeton â€˜Facemanâ€™ Peck help out various people they encounter.,31.469,Thriller,Phoenix Film Partners,United States of America,German,Joe Carnahan,Joe Carnahan,6.7,271299																																
320,Insomnia,6.9,4306,Released,2002-05-24,113714830,118,46000000,en,Insomnia,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,17.626,Thriller,Warner Bros. Pictures,United States of America,English,Christopher Nolan,Hillary Seitz,7.2,324707																																
4944,Burn After Reading,6.64,4302,Released,2008-09-05,163720069,96,37000000,en,Burn After Reading,When a disc containing memoirs of a former CIA analyst falls into the hands of gym employees| Linda and Chad| they see a chance to make enough money for Linda to have life-changing cosmetic surgery. Predictably| events whirl out of control for the duo| and those in their orbit.,19.126,Comedy,Focus Features,United States of America,English,Ethan Coen,Joel Coen,7.0,359762																																
504608,Rocketman,7.328,4285,Released,2019-05-17,167323950,121,40000000,en,Rocketman,The story of Elton John's life| from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.,13.912,Music,Paramount,United Kingdom,English,Dexter Fletcher,Lee Hall,7.3,199838																																
15512,Monsters vs Aliens,6.2,4280,Released,2009-03-19,381509870,94,175000000,en,Monsters vs Aliens,When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day| she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan| secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...,31.569,Animation,DreamWorks Animation,United States of America,English,Rob Letterman,Maya Forbes,6.4,179778																																
428078,Mortal Engines,6.176,4274,Released,2018-11-27,83869818,129,100000000,en,Mortal Engines,Many thousands of years in the future| Earthâ€™s cities roam the globe on huge wheels| devouring each other in a struggle for ever diminishing resources. On one of these massive traction cities| the old London| Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever.,26.659,Adventure,Scholastic Productions,New Zealand,English,Christian Rivers,Fran Walsh,6.1,144780																																
123553,The Mortal Instruments: City of Bones,6.435,4273,Released,2013-08-21,95396573,130,60000000,en,The Mortal Instruments: City of Bones,In New York City| Clary Fray| a seemingly ordinary teenager| learns that she is descended from a line of Shadowhunters â€” half-angel warriors who protect humanity from evil forces. After her mother disappears| Clary joins forces with a group of Shadowhunters and enters Downworld| an alternate realm filled with demons| vampires| and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.,27.548,Fantasy,Screen Gems,Canada,English,Harald Zwart,Jessica Postigo,5.8,140109																																
446354,The Post,6.997,4271,Released,2017-12-22,179769467,116,50000000,en,The Post,A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between journalist and government. Inspired by true events.,13.243,Drama,20th Century Fox,India,English,Steven Spielberg,Liz Hannah,7.2,165153																																
8839,Casper,6.301,4269,Released,1995-05-26,287928194,100,50000000,en,Casper,Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits| he brings along his teenage daughter| Kat. Casper quickly falls in love with Kat| but their budding relationship is complicated not only by his transparent state| but also by his troublemaking apparition uncles and their mischievous antics.,31.265,Fantasy,The Harvey Entertainment Company,United States of America,English,Brad Silberling,Joseph Oriolo,6.2,150864																																
346910,The Predator,5.627,4266,Released,2018-09-05,160542134,107,88000000,en,The Predator,When a young boy accidentally triggers the universe's most lethal hunters' return to Earth| only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.,46.62,Science Fiction,Davis Entertainment,Canada,English,Shane Black,Fred Dekker,5.3,150250																																
1830,Lord of War,7.281,4265,Released,2005-09-16,72617068,122,50000000,en,Lord of War,Yuri Orlov is a globetrotting arms dealer and| through some of the deadliest war zones| he struggles to stay one step ahead of a relentless Interpol agent| his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally| he must also face his own conscience.,23.573,Crime,Endgame Entertainment,France,Arabic,Andrew Niccol,Andrew Niccol,7.6,343345																																
20662,Robin Hood,6.4,4264,Released,2010-05-12,321669741,140,200000000,en,Robin Hood,When soldier Robin happens upon the dying Robert of Loxley| he promises to return the man's sword to his family in Nottingham. There| he assumes Robert's identity	 romances his widow| Marion	 and draws the ire of the town's sheriff and King John's henchman| Godfrey.,29.599,Action,Scott Free Productions,United Kingdom,English,Ridley Scott,Brian Helgeland,6.6,287388																														
473033,Uncut Gems,7.1,4261,Released,2019-08-30,50020902,136,19000000,en,Uncut Gems,A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act| balancing business| family| and encroaching adversaries on all sides in his relentless pursuit of the ultimate win.,22.206,Drama,A24,United States of America,English,Benny Safdie,Ronald Bronstein,7.4,327390																																
2268,The Golden Compass,6.046,4258,Released,2007-12-04,372234864,113,180000000,en,The Golden Compass,After overhearing a shocking secret| precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North| unaware that it's part of her destiny.,21.653,Adventure,Depth of Field,United Kingdom,Icelandic,Chris Weitz,Chris Weitz,6.1,198813																																
19404,Dilwale Dulhania Le Jayenge,8.552,4256,Released,1995-10-20,100000000,190,13200000,hi,à¤¦à¤¿à¤²à¤µà¤¾à¤²à¥‡ à¤¦à¥à¤²à¥à¤¹à¤¨à¤¿à¤¯à¤¾ à¤²à¥‡ à¤œà¤¾à¤¯à¥‡à¤‚à¤—à¥‡,Raj is a rich| carefree| happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh| who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancÃ©. Raj leaves for India with a mission at his hands| to claim his lady love under the noses of her whole family. Thus begins a saga.,33.575,Comedy,Yash Raj Films,India,Hindi,Aditya Chopra,Aditya Chopra,8.0,78776																																
147441,Exodus: Gods and Kings,5.847,4251,Released,2014-12-03,268031828,150,140000000,en,Exodus: Gods and Kings,The defiant leader Moses rises up against the Egyptian Pharaoh Ramses| setting 400|000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.,78.892,Adventure,Volcano Films,Spain,English,Ridley Scott,Adam Cooper,6.0,181474																																
369885,Allied,6.8,4251,Released,2016-11-17,119520023,124,85000000,en,Allied,In 1942| an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London| their relationship is tested by the pressures of war.,13.298,Action,Paramount,China,Arabic,Robert Zemeckis,Steven Knight,7.1,173124																																
4248,Scary Movie 2,5.783,4249,Released,2001-07-04,141220678,83,45000000,en,Scary Movie 2,"While the original parodied slasher flicks like Scream| Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House|"" and murderous high jinks ensue.",57.251,Comedy,Brad Grey Pictures,Canada,English,Keenen Ivory Wayans,Shawn Wayans,5.4,179345																																
