"id","title","vote_average","vote_count","status","release_date","revenue","runtime","budget","imdb_id","original_language","original_title","overview","popularity","tagline","genres","production_companies","production_countries","spoken_languages","cast","director","director_of_photography","writers","producers","music_composer","imdb_rating","imdb_votes","poster_path"
"620","Ghostbusters","7.489","8890.0","Released","1984-06-08","296578797.0","107.0","30000000.0","tt0087332","en","Ghostbusters","After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.","52.655","They're here to save the world.","Comedy, Fantasy","Columbia Pictures, Delphi Films, Black Rhino Productions","United States of America","English","Patty Freedman, Joseph Marzano, Tom McDermott, Ernie Hudson, Ric Mancini, Kymberly Herrin, Carol Ann Henry, Mario Todisco, Frank Patton III, Ruth Oliver, Bill Murray, Tommy Hollis, Billy Bryan, Frances E. Nealy, Dan Aykroyd, Annie Potts, Frankie Como, Norman Matlock, Sam Moses, Kathryn Janssen, Joe Cirillo, Stanley Grover, Lenny Del Genio, Rick Moranis, Paul Trafas, Alice Drummond, William Atherton, Jennifer Runyon, Cheryl Birchenfield, Eldo Ray Estes, Danny Nero, Frank Rivers, Winston May, Harold Ramis, Joe Schmieg, Steven Tash, John De Bello, Mark Bryan Wilson, Frantz Turner, Matteo Cafiso, Jon Hayden, Reginald VelJohnson, Bill Walton, Paddi Edwards, Willow Hale, Rhoda Gemignani, Roger Grimsby, Larry Dilg, Ron Jeremy, Slavitza Jovan, Sigourney Weaver, John Ring, Murray Rubin, Jordan Charney, Christopher Wynkoop, James Hardie, Larry King, Nancy Kelly, John Rothman, Joe Franklin, Debbie Gibson, Joe Medjuck, Eda Reiss Merin, Brute Force, Peter Costanza, Casey Kasem, Danny Stone, Harrison Ray, Ivan Reitman, Jean Kasem, Timothy Carhart, Michael Ensign, David Margulies","Ivan Reitman","László Kovács","Dan Aykroyd, Harold Ramis","Ivan Reitman, Bernie Brillstein","Elmer Bernstein","7.8","462923.0","/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg"
"621","Grease","7.4","7167.0","Released","1978-07-07","396271103.0","110.0","6000000.0","tt0077631","en","Grease","Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?","59.091","Grease is the word.","Romance, Comedy","Paramount Pictures, Robert Stigwood Organization, Fine Arts Films","United Kingdom, United States of America","English","Ellen Travolta, Eve Arden, Helena Andreyko, Richard Weisman, John Travolta, Jeff Conaway, Frankie Avalon, Deborah Fishman, Alice Ghostley, Barry Pearl, Dinah Manoff, Sean Moran, Greg Rosatti, Sandra Gray, Carol Culver, Sid Caesar, Dennis Stewart, Kelly Ward, Fannie Flagg, Judy Susman, Dennis Daniels, Annette Charles, Antonia Franceschi, Barbi Alison, Dody Goodman, Michael Tucci, Larry Dusich, Lou Spadaccini, Olivia Newton-John, Stockard Channing, Daniel Levins, Michael Biehn, Eddie Deezen, Andy Roth, John Robert Garrett, Edd Byrnes, Lorenzo Lamas, Darrell Zwerling, Joan Blondell, Jennifer Buchanan, Mimi Lieber, Wendie Jo Sperber, Susan Buckner, Dick Patterson, Andy Tennant, Cindy DeVore, Jamie Donnelly, Didi Conn","Randal Kleiser","Bill Butler","Allan Carr, Bronte Woodard, Warren Casey, Jim Jacobs","Lindsley Parsons Jr., Allan Carr, Robert Stigwood","Warren Casey, Jim Jacobs","7.2","307939.0","/tffa4pHTS5RAhzR4KFX9BfIVn8I.jpg"
"622","The Ninth Gate","6.5","2978.0","Released","1999-08-25","58401898.0","133.0","38000000.0","tt0142688","en","The Ninth Gate","An all-expenses-paid international search for a rare copy of the book 'The Nine Gates of the Kingdom of Shadows' brings an unscrupulous book dealer deep into a world of murder, double-dealing and Satanic worship.","47.076","Every book has a life of its own.","Mystery, Thriller, Horror","R.P. Productions, Orly Films, Bac Films, Kino Visión, Origen Producciones Cinematograficas, Vía Digital, Canal+, TF1 Films Production","Spain, France","English, Español, Latin, Português, Français","Willy Holt, Emmanuelle Seigner, Maria Ducceschi, José López Rodero, Catherine Benguigui, Asil Raïs, Bernard Richier, Jacques Dacqmine, Lino Ribeiro de Sousa, Marinette Richier, Jack Taylor, Tony Amoni, Allen Garfield, Dominique Pozzetto, Barbara Jefford, Rebecca Pauly, Jacques Collard, Frank Langella, James Russo, Johnny Depp, Emanuel Booz, Lena Olin, Joe Sheridan","Roman Polanski","Darius Khondji","Arturo Pérez-Reverte, Roman Polanski, Enrique Urbizu, John Brownjohn","Michel Cheyko, Wolfgang Glattes, Roman Polanski","Wojciech Kilar","6.7","201431.0","/rxw9l9YNL14ODdmAavUwHLBjiDo.jpg"
"623","A Fish Called Wanda","7.2","2131.0","Released","1988-07-15","188593712.0","109.0","7500000.0","tt0095159","en","A Fish Called Wanda","While a diamond advocate attempts to steal a collection of diamonds, troubles arise when he realises he’s not the only one after the collection.","24.302","A tale of murder, lust, greed, revenge, and seafood.","Comedy, Crime","Prominent Features, Metro-Goldwyn-Mayer, Fish Productions","United Kingdom, United States of America","English, Italiano, Pусский","Al Hunter Ashton, Pamela Miles, Neville Phillips, Ken Campbell, David Simeon, Maria Aitken, Llewellyn Rees, Patrick Newman, Michael Percival, Barrie Holland, Kevin Kline, Stephen Fry, Jamie Lee Curtis, Roger Brierley, Jeremy Child, Tom Georgeson, Patricia Hayes, Sharon Marino, Roger Hume, Michael Palin, Robert Putt, Roland MacLeod, Geoffrey Palmer, Mark Elwes, Kate Lansbury, Peter Jonfield, John Cleese, Andrew MacLachlan, Cynthia Cleese","Charles Crichton","Alan Hume","John Cleese, Charles Crichton","John Cleese, Steve Abbott, Michael Shamberg","John Du Prez","7.5","156715.0","/hkSGFNVfEEUXFCxRZDITFHVhUlu.jpg"
"624","Easy Rider","7.1","1942.0","Released","1969-06-26","60000000.0","95.0","400000.0","tt0064276","en","Easy Rider","Wyatt and Billy, two Harley-riding hippies, complete a drug deal in Southern California and decide to travel cross-country in search of spiritual truth.","21.459","A man went looking for America and couldn’t find it anywhere...","Adventure, Drama","Columbia Pictures, Pando Company Inc., BBS Productions","United States of America","English","Buddy Causey Jr., Mac Mashourian, Michael Pataki, Ellie Wood Walker, Luana Anders, Rose LeBlanc, Colette Purpera, David C. Billodeau, Sandy Brown Wyeth, George Fowler Jr., Sabrina Scharf, Tita Colorado, Susan Brewer, Marcia Bowman, Helena Kallianiotes, Suzie Ramagos, Virgil Frye, Cathé Cozzi, Mary Kaye Hebert, Cynthia Grezaffi, Anne McClain, Carrie Snodgress, Carmen Phillips, Robert Walker Jr., Warren Finnerty, Toni Basil, Keith Green, Garrett Cassell, Jack Nicholson, Elida Ann Hebert, Arnold Hess Jr., Dennis Hopper, Peter Fonda, Luke Askew, Beatriz Monteil, Paul Guedry Jr., Bridget Fonda, Dan Haggerty, Antonio Mendoza, Lea Marmer, Blase M. Dawson, Duffy Lafont, Johnny David, Karen Black, Justin Fonda, Thea Salerno, Hayward Robillard, Phil Spector, Robert Ball","Dennis Hopper","László Kovács","Dennis Hopper, Peter Fonda, Terry Southern","Bert Schneider, Peter Fonda","","7.2","119116.0","/3H3vwPGX6EbBRffIVHp3eHHcjka.jpg"
"625","The Killing Fields","7.5","724.0","Released","1984-11-23","34700291.0","142.0","14400000.0","tt0087553","en","The Killing Fields","New York Times reporter Sydney Schanberg is on assignment covering the Cambodian Civil War, with the help of local interpreter Dith Pran and American photojournalist Al Rockoff. When the U.S. Army pulls out amid escalating violence, Schanberg makes exit arrangements for Pran and his family. Pran, however, tells Schanberg he intends to stay in Cambodia to help cover the unfolding story — a decision he may regret as the Khmer Rouge rebels move in.","15.386","Here, only the silent survive.","Drama, History, War","Goldcrest, Enigma Productions, International Film Investors","United Kingdom","English, Pусский, Français, ","Graham Kennedy, Charles Bodycomb, Julian Sands, Patrick Malahide, Haing S. Ngor, Neevy Pal, Edward Entero Chey, Lambool Dtangpaibool, John Malkovich, David Henry, Thach Suon, Katherine Krapum Chey, Spalding Gray, Chinsaure Sar, Athol Fugard, Mark Long, Nell Campbell, Sam Waterston, Hout Ming Tran, Ira Wheeler, Jay Barney, Oliver Pierpaoli, Bill Paterson, Sayo Inaba, Mow Leng, Joan Harris, Tom Bird, Monirak Sisowath, Craig T. Nelson, Richard Nixon, Joanna Merlin","Roland Joffé","Chris Menges","Bruce Robinson","David Puttnam, Jake Eberts","Mike Oldfield","7.8","60626.0","/cX6Bv7natnZwQjsV9bLL8mmWjkS.jpg"
"626","Un Chien Andalou","7.4","1273.0","Released","1929-06-05","0.0","16.0","0.0","tt0020530","fr","Un chien andalou","Un Chien Andalou is an European avant-garde surrealist film, a collaboration between director Luis Buñuel and Salvador Dali.","22.019","","Horror, Fantasy","Billancourt Studios","France","No Language","Luis Buñuel, Pierre Batcheff, Jaume Miravitlles, Simone Mareuil, Salvador Dalí, Fano Messan, Robert Hommet, Marval","Luis Buñuel","Albert Duverger","Salvador Dalí, Luis Buñuel","Luis Buñuel","","7.6","54610.0","/e4NcFlKkyTBN9ZtBuK4RUiEzouw.jpg"
"627","Trainspotting","7.966","9582.0","Released","1996-02-23","72000000.0","94.0","4000000.0","tt0117951","en","Trainspotting","Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends -- Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind when Begbie shows up at his front door on the lam, and a scheming Sick Boy follows.","32.196","Choose life.","Drama, Crime","Figment Films, The Noel Gay Motion Picture Company, Channel Four Films","United Kingdom","English","Billy Riddoch, Kelly Macdonald, Irvine Welsh, Kate Donnelly, Finlay Welsh, Eileen Nicholas, Annie Louise Ross, Kevin Allen, Victor Eadie, James Cosmo, Eddie Nestor, Fiona Bell, Keith Allen, Stuart McQuarrie, Susan Vidler, Kevin McKidd, Pauline Lynch, Peter Mullan, Ewan McGregor, Ewen Bremner, Shirley Henderson, Robert Carlyle, Vincent Friell, Dale Winton, Hugh Ross, Jonny Lee Miller","Danny Boyle","Brian Tufano","John Hodge, Irvine Welsh","Andrew Macdonald","","8.1","738270.0","/yKmmT0q35R4AfW9Rbq2IPVAPwk3.jpg"
"628","Interview with the Vampire","7.4","5813.0","Released","1994-11-11","223664608.0","123.0","60000000.0","tt0110148","en","Interview with the Vampire","A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.","36.442","Drink from me and live forever","Horror, Drama, Fantasy","Geffen Pictures","United States of America","English, Français","Brad Pitt, Louis Lewis-Smith, Thandiwe Newton, Marcel Iureș, Indra Ové, Jeanette Kontomitras, Kirsten Dunst, Christian Slater, Virginia McCollam, George Kelly, Laure Marsac, Rory Edwards, Nathalie Bloch, Simon Tyrrell, Bellina Logan, Katia Caballero, Lee E. Scharfstein, Tom Cruise, Helen McCrory, Stephen Rea, Domiziana Giordano, Sara Stockbridge, Monte Montague, Louise Kim Salter, Antonio Banderas, Matthew Sim, Lyla Hay Owen, John McConnell, François Testory, Mike Seelig, Andrew Tiernan, Susan Lynch, Roger Lloyd Pack, Micha Bergese, Nicole DuBois Favre, George Antoni","Neil Jordan","Philippe Rousselot","Anne Rice","David Geffen, Stephen Woolley","Elliot Goldenthal","7.5","356467.0","/2162lAT2MP36MyJd2sttmj5du5T.jpg"
"629","The Usual Suspects","8.2","10333.0","Released","1995-07-19","23300000.0","106.0","6000000.0","tt0114814","en","The Usual Suspects","Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","49.738","Five criminals. One line up. No coincidence.","Drama, Crime, Thriller","Bad Hat Harry Productions, Blue Parrot Productions","United States of America","Español, English, Français, Magyar","Stephen Baldwin, Vito D'Ambrosio, Billy Bates, Bob Pennetta, Castulo Guerra, Paul Bartel, Phillipe Simon, Dan Hedaya, Suzy Amis, Bob Elmore, Bert Williams, Peter Greene, Christopher McQuarrie, Michelle Clunie, David Powledge, Christine Estabrook, Frank Medrano, Ken Daly, Smadar Hanson, Ron Gilbert, Gabriel Byrne, Morgan Hunter, Kevin Pollak, Clark Gregg, Louis Lombardi, Giancarlo Esposito, Carl Bressler, Gene Lythgow, Pete Postlethwaite, Jack Shearer, Benicio del Toro, Kevin Spacey, Chazz Palminteri, Peter Rocca","Bryan Singer","Newton Thomas Sigel","Christopher McQuarrie","Art Horan, Bryan Singer, François Duplat, Robert Jones, Hans Brockmann, Michael McDonnell","John Ottman","8.5","1167345.0","/rWbsxdwF9qQzpTPCLmDfVnVqTK1.jpg"
"630","The Wizard of Oz","7.6","5507.0","Released","1939-08-15","33754967.0","102.0","2777000.0","tt0032138","en","The Wizard of Oz","Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.","95.898","We're off to see the Wizard, the wonderful Wizard of Oz!","Adventure, Fantasy, Family","Metro-Goldwyn-Mayer","United States of America","English","Angelo Rossitto, Terry, Pinto Colvig, Ethelreda Leopold, Billy Curtis, Adriana Caselotti, Bert Lahr, Jack Haley, Billy Bletcher, Jerry Maren, Judy Garland, Clara Blandick, Parnell St. Aubin, Buster Brodie, Charles Becker, Pat Walshe, Charley Grapewin, Billie Burke, Ray Bolger, Mitchell Lewis, Frank Morgan, Harry Earles, Buddy Ebsen, Eleanor Keaton, Margaret Hamilton","Victor Fleming","Harold Rosson","Edgar Allan Woolf, Herman J. Mankiewicz, Noel Langley, Florence Ryerson, E.Y. Harburg, L. Frank Baum","Arthur Freed, Mervyn LeRoy","Herbert Stothart","8.1","437231.0","/pfAZFD7I2hxW9HCChTuAzsdE6UX.jpg"
"631","Sunrise: A Song of Two Humans","7.8","779.0","Released","1927-11-04","1636000.0","94.0","0.0","tt0018455","en","Sunrise: A Song of Two Humans","A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.","8.436","""An artistic masterpiece and also a joy to watch.""","Drama, Romance","Fox Film Corporation","United States of America","No Language","Leo White, Eddie Boland, Robert Parrish, Vondell Darr, J. Farrell MacDonald, Phillips Smalley, Margaret Livingston, Arthur Housman, Bodil Rosing, Gibson Gowland, Barry Norton, Bob Kortman, Gino Corrado, Thomas Jefferson, George O’Brien, Janet Gaynor, Ralph Sipperly, Sally Phipps, Jane Winton, Herman Bing, F. W. Murnau, Clarence Wilson, Sidney Bracey, Sally Eilers, Harry Semels","F. W. Murnau","Charles Rosher, Karl Struss","Hermann Sudermann, Carl Mayer","William Fox","Hugo Riesenfeld","8.1","54600.0","/oj8ZW8jKXBSs8F1e5iWsTUeXSJW.jpg"
"632","Stalag 17","7.7","588.0","Released","1953-05-29","0.0","120.0","1661530.0","tt0046359","en","Stalag 17","It's a dreary Christmas 1944 for the American POWs in Stalag 17 and the men in Barracks 4, all sergeants, have to deal with a grave problem—there seems to be a security leak.","7.168","The star-spangled, laugh-loaded salute to our P.W. heroes!","Comedy, Drama, War","Paramount Pictures","United States of America","English, Deutsch, Pусский","Jay Lawrence, Neville Brand, Harvey Lembeck, Robert Shawley, William Holden, Erwin Kalser, Robinson Stone, Richard Erdman, Robert Strauss, Peter Graves, William Pierson, Gil Stratton, Edmund Trzcinski, Otto Preminger, Don Taylor, Peter Baldwin, Michael Moore, Sig Ruman","Billy Wilder","Ernest Laszlo","Edwin Blum, Donald Bevan, Billy Wilder, Edmund Trzcinski","Billy Wilder","Franz Waxman","7.9","59577.0","/lfve9FDKjT7JPbWI9NCs5340F79.jpg"
"633","Soldier of Orange","7.1","149.0","Released","1977-09-22","0.0","148.0","0.0","tt0076734","nl","Soldaat van Oranje","The lives of Erik Lanshof and five of his closest friends take different paths when the German army invades the Netherlands in 1940: fight and resistance, fear and resignation, collaboration and high treason.","11.602","Love first. Fight later","Drama, Thriller, War","Excelsior Films, Rob Houwer Film Holland","Belgium, Netherlands","Nederlands, English, Deutsch","John Leddy, Johan Schmitz, Andrea Domburg, Bert André, Jacques Commandeur, Reinhard Kolldehoff, Henk Votel, Winston Churchill, Rutger Hauer, Mary Michon, Henny Alma, Rijk de Gooyer, Wim Kouwenhoven, Tom van Beek, Susan Penhaligon, Dolf de Vries, Del Henney, Con Meyer, Willy van Heesvelde, Jeroen Krabbé, Kitty Janssen, Karel Šebesta, Cas Baas, Wim de Meijer, Ward de Ravet, Serge-Henri Valcke, Edward Fox, Hannah de Leeuwe, Lex van Delden, Belinda Meuldijk, Huib Broos, Hugo Koolschijn, Peter Faber, Han Blaauw, Queen Wilhelmina of the Netherlands, Eddy Habbema, Bert Struys, Hero Muller, Truus Dekker, Bert Dijkstra, Guus Hermus, Paul Brandenburg, Bruni Heinke, Huib Rooymans, Bob Löwenstein, Derek de Lint, Arthur Boni","Paul Verhoeven","Jost Vacano","Kees Holierhoek, Gerard Soeteman, Paul Verhoeven, Erik Hazelhoff Roelfzema","Rob Houwer","Rogier van Otterloo","7.6","14064.0","/7w7fDtSUCUtcQ3Y9598CymUnuVx.jpg"
"634","Bridget Jones's Diary","6.8","4986.0","Released","2001-04-13","281929795.0","97.0","25000000.0","tt0243155","en","Bridget Jones's Diary","Bridget Jones is an average woman struggling against her age, her weight, her job, her lack of a man, and her various imperfections. As a New Year's resolution, Bridget decides to take control of her life, starting by keeping a diary in which she will always tell the complete truth. The fireworks begin when her charming though disreputable boss takes an interest in the quirky Miss Jones. Thrown into the mix are Bridget's band of slightly eccentric friends and a rather disagreeable acquaintance into whom Bridget cannot seem to stop running or help finding quietly attractive.","29.347","All women keep score... Only the great ones put it in writing.","Comedy, Romance, Drama","Universal Pictures, StudioCanal, Miramax, Working Title Films, Little Bird","France, Ireland, United Kingdom, United States of America","English","Dominic McHale, Gemma Jones, Salman Rushdie, Lisa Barbuscia, Rebecca Charles, Jeffrey Archer, Neil Pearson, Emma Amos, Mark Lingwood, James Faulkner, Colin Firth, Renu Setna, Dolly Wells, Joseph Alessi, Donald Douglas, Felicity Montagu, Sulayman Al-Bassam, Matthew Bates, Embeth Davidtz, Gareth Marks, Shirley Henderson, Paul Brooke, Joan Blackham, David Cann, Stewart Wright, Renée Zellweger, Sara Stockbridge, Celia Imrie, Toby Whithouse, James Callis, Crispin Bonham-Carter, Sally Phillips, Claire Skinner, Honor Blackman, Lisa Kay, Jim Broadbent, Sarah Alexander, Hugh Grant, Patrick Barlow, Charlie Caine, John Clegg, Charmian May","Sharon Maguire","Stuart Dryburgh","Helen Fielding, Richard Curtis, Andrew Davies, Emma Freud","Eric Fellner, Jonathan Cavendish, Helen Fielding, Tim Bevan","Patrick Doyle","6.8","269100.0","/lP04ovdKO0Rhz6mDs0610P9UBOO.jpg"
